29/05/2022 03:40:10,1791.52000000
29/05/2022 03:40:12,1791.72000000
29/05/2022 03:40:15,1791.72000000
29/05/2022 03:40:17,1791.72000000
29/05/2022 03:40:20,1791.72000000
29/05/2022 03:40:22,1791.77000000
29/05/2022 03:40:25,1791.88000000
29/05/2022 03:40:27,1792.11000000
29/05/2022 03:40:29,1792.13000000
29/05/2022 03:40:31,1792.52000000
29/05/2022 03:40:33,1792.52000000
29/05/2022 03:40:35,1792.52000000
29/05/2022 03:40:37,1792.52000000
29/05/2022 03:40:39,1792.52000000
29/05/2022 03:40:41,1792.52000000
29/05/2022 03:40:43,1792.31000000
29/05/2022 03:40:45,1792.31000000
29/05/2022 03:40:47,1792.31000000
29/05/2022 03:40:49,1792.31000000
29/05/2022 03:40:51,1792.31000000
29/05/2022 03:40:54,1792.31000000
29/05/2022 03:40:57,1792.32000000
29/05/2022 03:40:59,1792.32000000
29/05/2022 03:41:01,1792.32000000
29/05/2022 03:41:03,1792.32000000
29/05/2022 03:41:05,1792.32000000
29/05/2022 03:41:07,1792.32000000
29/05/2022 03:41:09,1792.32000000
29/05/2022 03:41:11,1792.32000000
29/05/2022 03:41:13,1792.32000000
29/05/2022 03:41:16,1792.32000000
29/05/2022 03:41:18,1792.32000000
29/05/2022 03:41:20,1792.32000000
29/05/2022 03:41:22,1792.32000000
29/05/2022 03:41:24,1792.32000000
29/05/2022 03:41:26,1792.32000000
29/05/2022 03:41:28,1792.32000000
29/05/2022 03:41:31,1792.32000000
29/05/2022 03:41:33,1792.32000000
29/05/2022 03:41:36,1792.32000000
29/05/2022 03:41:38,1792.32000000
29/05/2022 03:41:40,1792.32000000
29/05/2022 03:41:41,1792.32000000
29/05/2022 03:41:43,1791.98000000
29/05/2022 03:41:45,1791.98000000
29/05/2022 03:41:47,1791.98000000
29/05/2022 03:41:50,1791.98000000
29/05/2022 03:41:52,1791.98000000
29/05/2022 03:41:54,1791.98000000
29/05/2022 03:41:56,1791.98000000
29/05/2022 03:41:58,1791.98000000
29/05/2022 03:42:00,1791.98000000
29/05/2022 03:42:02,1791.98000000
29/05/2022 03:42:04,1791.98000000
29/05/2022 03:42:06,1791.98000000
29/05/2022 03:42:08,1791.98000000
29/05/2022 03:42:10,1791.98000000
29/05/2022 03:42:12,1791.98000000
29/05/2022 03:42:14,1791.98000000
29/05/2022 03:42:17,1791.98000000
29/05/2022 03:42:19,1791.98000000
29/05/2022 03:42:21,1791.98000000
29/05/2022 03:42:23,1791.98000000
29/05/2022 03:42:26,1791.98000000
29/05/2022 03:42:28,1791.98000000
29/05/2022 03:42:30,1791.98000000
29/05/2022 03:42:32,1791.98000000
29/05/2022 03:42:34,1791.98000000
29/05/2022 03:42:36,1791.98000000
29/05/2022 03:42:39,1791.98000000
29/05/2022 03:42:41,1791.98000000
29/05/2022 03:42:41,1791.98000000
29/05/2022 03:42:43,1791.41000000
29/05/2022 03:42:46,1791.41000000
29/05/2022 03:42:48,1791.41000000
29/05/2022 03:42:50,1791.41000000
29/05/2022 03:42:52,1791.41000000
29/05/2022 03:42:54,1791.41000000
29/05/2022 03:42:56,1791.41000000
29/05/2022 03:42:58,1791.41000000
29/05/2022 03:43:01,1791.41000000
29/05/2022 03:43:03,1791.41000000
29/05/2022 03:43:05,1791.41000000
29/05/2022 03:43:07,1791.41000000
29/05/2022 03:43:09,1791.41000000
29/05/2022 03:43:11,1791.41000000
29/05/2022 03:43:13,1791.41000000
29/05/2022 03:43:15,1791.41000000
29/05/2022 03:43:18,1791.41000000
29/05/2022 03:43:20,1791.41000000
29/05/2022 03:43:22,1791.41000000
29/05/2022 03:43:25,1791.41000000
29/05/2022 03:43:27,1791.41000000
29/05/2022 03:43:29,1791.41000000
29/05/2022 03:43:31,1791.41000000
29/05/2022 03:43:34,1791.41000000
29/05/2022 03:43:36,1791.41000000
29/05/2022 03:43:38,1791.41000000
29/05/2022 03:43:40,1791.41000000
29/05/2022 03:43:41,1791.41000000
29/05/2022 03:43:43,1790.41000000
29/05/2022 03:43:45,1790.41000000
29/05/2022 03:43:47,1790.41000000
29/05/2022 03:43:49,1790.41000000
29/05/2022 03:43:52,1790.41000000
29/05/2022 03:43:54,1790.41000000
29/05/2022 03:43:56,1790.41000000
29/05/2022 03:43:58,1790.41000000
29/05/2022 03:44:00,1790.41000000
29/05/2022 03:44:03,1790.41000000
29/05/2022 03:44:05,1790.41000000
29/05/2022 03:44:07,1790.41000000
29/05/2022 03:44:09,1790.41000000
29/05/2022 03:44:11,1790.41000000
29/05/2022 03:44:13,1790.41000000
29/05/2022 03:44:16,1790.41000000
29/05/2022 03:44:18,1790.41000000
29/05/2022 03:44:20,1790.41000000
29/05/2022 03:44:22,1790.41000000
29/05/2022 03:44:24,1790.41000000
29/05/2022 03:44:26,1790.41000000
29/05/2022 03:44:29,1790.41000000
29/05/2022 03:44:31,1790.41000000
29/05/2022 03:44:33,1790.41000000
29/05/2022 03:44:35,1790.41000000
29/05/2022 03:44:37,1790.41000000
29/05/2022 03:44:39,1790.41000000
29/05/2022 03:44:41,1790.41000000
29/05/2022 03:44:43,1789.78000000
29/05/2022 03:44:45,1789.78000000
29/05/2022 03:44:48,1789.78000000
